date,value,cash,SPY_weight,TLT_weight,GLD_weight,SHV_weight
2021-04-21,261439.25480822453,-8.169946713302625,0.2869645282900781,0.2257844258961276,0.23378027258617418,0.25350202311287284
2021-04-22,260615.37204635463,-8.169946713302625,0.28524250065649726,0.22748651513433696,0.23299891442309503,0.2543034184615121
2021-04-23,261055.41021927717,-8.169946713302625,0.2878492651768573,0.22656930805723532,0.23171495724652347,0.25389776535311676
2021-04-26,261281.78365675567,-8.169946713302625,0.28820021444678173,0.22604987141393365,0.23212637735514996,0.25365480550328895
2021-04-27,260597.63291953984,-8.169946713302625,0.28889454810538795,0.22466617632632777,0.23214989724245103,0.2543207291352085
2021-04-28,260792.17105887842,-8.169946713302625,0.28859613936693745,0.22464442240728277,0.23265974727557678,0.2541310183734156
2021-04-29,260847.82199986785,-8.169946713302625,0.2903732779321444,0.22393273412795295,0.2316485082412949,0.2540768004382278
2021-04-30,260281.69228986112,-8.169946713302625,0.2890928385111662,0.2249388853770166,0.23137023087360115,0.2546294341024939
2021-05-03,261260.6870802045,-8.169946713302625,0.28863072220598973,0.22423045882735626,0.2334948022993086,0.2536752879114219
2021-05-04,260751.8851611789,-8.169946713302625,0.287409768791414,0.2261926243245091,0.23223562719086466,0.25419331195647954
2021-05-05,261123.43935667214,-8.169946713302625,0.28709061869757213,0.22624328571276195,0.2328657645869064,0.2538316186831509
2021-05-06,262833.59221008536,-8.169946713302625,0.28750030577492836,0.2251412998376262,0.2352094404275211,0.2521800380639182
2021-05-07,263647.9256259125,-8.169946713302625,0.2886982488890393,0.2233390661727332,0.23659254734292257,0.25140112568934714
2021-05-10,262480.9129185722,-8.169946713302625,0.2871103187695713,0.22206017444328677,0.23836463484100115,0.2524959978159135
2021-05-11,261489.33975473707,-8.169946713302625,0.28562692815530655,0.22164062287122438,0.23931022483825742,0.2534534680349475
2021-05-12,258671.96885514224,-8.169946713302625,0.2826035687537128,0.22170044696390565,0.23951356775852733,0.2562140007219776
2021-05-13,259899.4012404333,-8.169946713302625,0.2846477224556942,0.220995122905117,0.23936151007441756,0.2550270795995358
2021-05-14,262133.55367220024,-8.169946713302625,0.28655525394376924,0.22116049127830437,0.23948483577962046,0.2528305861136899
2021-05-17,262550.4292354126,-8.169946713302625,0.2853722187243928,0.22034214883888092,0.24188760642216675,0.2524291436430362
2021-05-18,261880.5175537087,-8.169946713302625,0.2836373162894955,0.22034066406598463,0.24297833893351453,0.25307487794090855
2021-05-19,261589.8556215332,-8.169946713302625,0.2832079940156986,0.220052077635075,0.24341508166951215,0.25335607857398584
2021-05-20,263151.33719187253,-8.169946713302625,0.28455616738916945,0.22054630723015825,0.2430758520597582,0.2518527198920641
2021-05-21,263311.1827861914,-8.169946713302625,0.2841505356439241,0.2211191174892134,0.2430387375700549,0.2517226370208368
2021-05-24,264402.3019239727,-8.169946713302625,0.28586264030049824,0.22102241940800693,0.24246199642885455,0.25068384354336865
2021-05-25,265357.57900190924,-8.169946713302625,0.28420164926183433,0.22226669923660147,0.2437810485959448,0.2497813913486857
2021-05-26,265293.0599635121,-8.169946713302625,0.2848349600201204,0.22193814709082837,0.24341555085689445,0.24984213796294516
2021-05-27,265121.31200532615,-8.169946713302625,0.2851690787116422,0.22118853025690596,0.24366921897664928,0.2500039879354705
2021-05-28,265401.0640848547,-8.169946713302625,0.28537804464532107,0.22060481631050427,0.24433008410792795,0.24971783833472896
2021-06-01,265140.7170052423,-8.169946713302625,0.2854066484827559,0.220771885990494,0.24391188715756096,0.24994039199451823
2021-06-02,265717.5447512949,-8.169946713302625,0.2852349446114773,0.22080275802640228,0.24457263011106256,0.24942041398522974
2021-06-03,263937.6844736914,-8.169946713302625,0.2860926661834116,0.22145734965727054,0.24140131360886682,0.25107962462481725
2021-06-04,266121.8155553051,-8.169946713302625,0.28633969249192975,0.22264766932193558,0.24200182360854536,0.24904151460380186
2021-06-07,266117.83461244544,-8.169946713302625,0.2860661540774568,0.22196654916447092,0.24297532336484745,0.24902267387868898
2021-06-08,266355.19746061193,-8.169946713302625,0.2858721620086025,0.22332705817280402,0.24200814990157107,0.24882330304370145
2021-06-09,266631.1909784366,-8.169946713302625,0.2851502842529924,0.2250655710796846,0.2412940888747358,0.24852069716910175
2021-06-10,267626.88088545826,-8.169946713302625,0.28540988565773884,0.22557341646188153,0.24142869559878619,0.24761852965868755
2021-06-11,266922.63351318723,-8.169946713302625,0.2866358025247157,0.22580359621655058,0.239341862179785,0.2482493469993254
2021-06-14,266257.8916385227,-8.169946713302625,0.2879947744795065,0.22463364430817864,0.23853313697110096,0.248869128577603
2021-06-15,265811.29298406,-8.169946713302625,0.2879495221799161,0.22474007260679355,0.23803128674010324,0.2493098543633806
2021-06-16,264264.35604577616,-8.169946713302625,0.28801797474111956,0.22586331678116459,0.23538037287029573,0.25076925141776835
2021-06-17,263220.62679577695,-8.169946713302625,0.28906413696438077,0.23015397603174403,0.2290493172509198,0.25176360815147597
2021-06-18,262986.99710407795,-8.169946713302625,0.2854179209060684,0.2346904565475797,0.22798109092775468,0.251941597590692
